1	100	100	15	0
2	50	100	15	0
3	0	100	15	0
4	100	50	15	0
5	50	50	15	0
6	0	50	15	0
7	100	0	15	0
8	50	0	15	0
9	0	0	15	0
10	100	100	0	0
11	50	100	0	0
12	0	100	0	0
13	100	50	0	0
14	50	50	0	0
15	0	50	0	0
16	100	0	0	0
17	50	0	0	0
18	0	0	0	0
19	200	100	15	0
20	150	100	15	0
21	200	50	15	0
22	150	50	15	0
23	200	0	15	0
24	150	0	15	0
25	200	100	0	0
26	150	100	0	0
27	200	50	0	0
28	150	50	0	0
29	200	0	0	0
30	150	0	0	0
31	300	100	15	0
32	250	100	15	0
33	300	50	15	0
34	250	50	15	0
35	300	0	15	0
36	250	0	15	0
37	300	100	0	0
38	250	100	0	0
39	300	50	0	0
40	250	50	0	0
41	300	0	0	0
42	250	0	0	0
43	400	100	15	0
44	350	100	15	0
45	400	50	15	0
46	350	50	15	0
47	400	0	15	0
48	350	0	15	0
49	400	100	0	0
50	350	100	0	0
51	400	50	0	0
52	350	50	0	0
53	400	0	0	0
54	350	0	0	0
55	100	200	15	0
56	50	200	15	0
57	0	200	15	0
58	100	150	15	0
59	50	150	15	0
60	0	150	15	0
61	100	200	0	0
62	50	200	0	0
63	0	200	0	0
64	100	150	0	0
65	50	150	0	0
66	0	150	0	0
67	200	200	15	0
68	150	200	15	0
69	200	150	15	0
70	150	150	15	0
71	200	200	0	0
72	150	200	0	0
73	200	150	0	0
74	150	150	0	0
75	300	200	15	0
76	250	200	15	0
77	300	150	15	0
78	250	150	15	0
79	300	200	0	0
80	250	200	0	0
81	300	150	0	0
82	250	150	0	0
83	400	200	15	0
84	350	200	15	0
85	400	150	15	0
86	350	150	15	0
87	400	200	0	0
88	350	200	0	0
89	400	150	0	0
90	350	150	0	0
91	100	300	15	0
92	50	300	15	0
93	0	300	15	0
94	100	250	15	0
95	50	250	15	0
96	0	250	15	0
97	100	300	0	0
98	50	300	0	0
99	0	300	0	0
100	100	250	0	0
101	50	250	0	0
102	0	250	0	0
103	200	300	15	0
104	150	300	15	0
105	200	250	15	0
106	150	250	15	0
107	200	300	0	0
108	150	300	0	0
109	200	250	0	0
110	150	250	0	0
111	300	300	15	0
112	250	300	15	0
113	300	250	15	0
114	250	250	15	0
115	300	300	0	0
116	250	300	0	0
117	300	250	0	0
118	250	250	0	0
119	400	300	15	0
120	350	300	15	0
121	400	250	15	0
122	350	250	15	0
123	400	300	0	0
124	350	300	0	0
125	400	250	0	0
126	350	250	0	0
127	100	400	15	0
128	50	400	15	0
129	0	400	15	0
130	100	350	15	0
131	50	350	15	0
132	0	350	15	0
133	100	400	0	0
134	50	400	0	0
135	0	400	0	0
136	100	350	0	0
137	50	350	0	0
138	0	350	0	0
139	200	400	15	0
140	150	400	15	0
141	200	350	15	0
142	150	350	15	0
143	200	400	0	0
144	150	400	0	0
145	200	350	0	0
146	150	350	0	0
147	300	400	15	0
148	250	400	15	0
149	300	350	15	0
150	250	350	15	0
151	300	400	0	0
152	250	400	0	0
153	300	350	0	0
154	250	350	0	0
155	400	400	15	0
156	350	400	15	0
157	400	350	15	0
158	350	350	15	0
159	400	400	0	0
160	350	400	0	0
161	400	350	0	0
162	350	350	0	0
163	100	100	24.98	0
164	50	100	24.98	0
165	0	100	24.98	0
166	100	50	24.98	0
167	50	50	24.98	0
168	0	50	24.98	0
169	100	0	24.98	0
170	50	0	24.98	0
171	0	0	24.98	0
172	200	99.975	24.98	0
173	150	99.9875	24.98	0
174	200	49.9875	24.98	0
175	150	49.99375	24.98	0
176	200	0	24.98	0
177	150	0	24.98	0
178	300	100	24.98	0
179	250	99.9875	24.98	0
180	300	50	24.98	0
181	250	49.99375	24.98	0
182	300	0	24.98	0
183	250	0	24.98	0
184	400	100	24.98	0
185	350	100	24.98	0
186	400	50	24.98	0
187	350	50	24.98	0
188	400	0	24.98	0
189	350	0	24.98	0
190	100	200	24.98	0
191	50	200	24.98	0
192	0	200	24.98	0
193	100	150	24.98	0
194	50	150	24.98	0
195	0	150	24.98	0
196	200	199.975	24.98	0
197	150	199.9875	24.98	0
198	200	150	24.98	0
199	150	150	24.98	0
200	200	100.025	24.98	0
201	150	100.0125	24.98	0
202	300	200	24.98	0
203	250	199.9875	24.98	0
204	300	150	24.98	0
205	250	150	24.98	0
206	250	100.0125	24.98	0
207	400	200	24.98	0
208	350	200	24.98	0
209	400	150	24.98	0
210	350	150	24.98	0
211	100	300	24.98	0
212	50	300	24.98	0
213	0	300	24.98	0
214	100	250	24.98	0
215	50	250	24.98	0
216	0	250	24.98	0
217	200	299.975	24.98	0
218	150	299.9875	24.98	0
219	200	250	24.98	0
220	150	250	24.98	0
221	200	200.025	24.98	0
222	150	200.0125	24.98	0
223	300	300	24.98	0
224	250	299.9875	24.98	0
225	300	250	24.98	0
226	250	250	24.98	0
227	250	200.0125	24.98	0
228	400	300	24.98	0
229	350	300	24.98	0
230	400	250	24.98	0
231	350	250	24.98	0
232	100	400	24.98	0
233	50	400	24.98	0
234	0	400	24.98	0
235	100	350	24.98	0
236	50	350	24.98	0
237	0	350	24.98	0
238	200	400	24.98	0
239	150	400	24.98	0
240	200	350.0125	24.98	0
241	150	350.00625	24.98	0
242	200	300.025	24.98	0
243	150	300.0125	24.98	0
244	300	400	24.98	0
245	250	400	24.98	0
246	300	350	24.98	0
247	250	350.00625	24.98	0
248	250	300.0125	24.98	0
249	400	400	24.98	0
250	350	400	24.98	0
251	400	350	24.98	0
252	350	350	24.98	0
253	100	100	30.78	0
254	50	100	30.78	0
255	0	100	30.78	0
256	100	50	30.78	0
257	50	50	30.78	0
258	0	50	30.78	0
259	100	0	30.78	0
260	50	0	30.78	0
261	0	0	30.78	0
262	200	99.975	30.78	0
263	150	99.9875	30.78	0
264	200	49.9875	30.78	0
265	150	49.99375	30.78	0
266	200	0	30.78	0
267	150	0	30.78	0
268	300	100	30.78	0
269	250	99.9875	30.78	0
270	300	50	30.78	0
271	250	49.99375	30.78	0
272	300	0	30.78	0
273	250	0	30.78	0
274	400	100	30.78	0
275	350	100	30.78	0
276	400	50	30.78	0
277	350	50	30.78	0
278	400	0	30.78	0
279	350	0	30.78	0
280	100	200	30.78	0
281	50	200	30.78	0
282	0	200	30.78	0
283	100	150	30.78	0
284	50	150	30.78	0
285	0	150	30.78	0
286	200	199.975	30.78	0
287	150	199.9875	30.78	0
288	200	150	30.78	0
289	150	150	30.78	0
290	200	100.025	30.78	0
291	150	100.0125	30.78	0
292	300	200	30.78	0
293	250	199.9875	30.78	0
294	300	150	30.78	0
295	250	150	30.78	0
296	250	100.0125	30.78	0
297	400	200	30.78	0
298	350	200	30.78	0
299	400	150	30.78	0
300	350	150	30.78	0
301	100	300	30.78	0
302	50	300	30.78	0
303	0	300	30.78	0
304	100	250	30.78	0
305	50	250	30.78	0
306	0	250	30.78	0
307	200	299.975	30.78	0
308	150	299.9875	30.78	0
309	200	250	30.78	0
310	150	250	30.78	0
311	200	200.025	30.78	0
312	150	200.0125	30.78	0
313	300	300	30.78	0
314	250	299.9875	30.78	0
315	300	250	30.78	0
316	250	250	30.78	0
317	250	200.0125	30.78	0
318	400	300	30.78	0
319	350	300	30.78	0
320	400	250	30.78	0
321	350	250	30.78	0
322	100	400	30.78	0
323	50	400	30.78	0
324	0	400	30.78	0
325	100	350	30.78	0
326	50	350	30.78	0
327	0	350	30.78	0
328	200	400	30.78	0
329	150	400	30.78	0
330	200	350.0125	30.78	0
331	150	350.00625	30.78	0
332	200	300.025	30.78	0
333	150	300.0125	30.78	0
334	300	400	30.78	0
335	250	400	30.78	0
336	300	350	30.78	0
337	250	350.00625	30.78	0
338	250	300.0125	30.78	0
339	400	400	30.78	0
340	350	400	30.78	0
341	400	350	30.78	0
342	350	350	30.78	0
343	100	100	34.89	0
344	50	100	34.89	0
345	0	100	34.89	0
346	100	50	34.89	0
347	50	50	34.89	0
348	0	50	34.89	0
349	100	0	34.89	0
350	50	0	34.89	0
351	0	0	34.89	0
352	200	99.975	34.89	0
353	150	99.9875	34.89	0
354	200	49.9875	34.89	0
355	150	49.99375	34.89	0
356	200	0	34.89	0
357	150	0	34.89	0
358	300	100	34.89	0
359	250	99.9875	34.89	0
360	300	50	34.89	0
361	250	49.99375	34.89	0
362	300	0	34.89	0
363	250	0	34.89	0
364	400	100	34.89	0
365	350	100	34.89	0
366	400	50	34.89	0
367	350	50	34.89	0
368	400	0	34.89	0
369	350	0	34.89	0
370	100	200	34.89	0
371	50	200	34.89	0
372	0	200	34.89	0
373	100	150	34.89	0
374	50	150	34.89	0
375	0	150	34.89	0
376	200	199.975	34.89	0
377	150	199.9875	34.89	0
378	200	150	34.89	0
379	150	150	34.89	0
380	200	100.025	34.89	0
381	150	100.0125	34.89	0
382	300	200	34.89	0
383	250	199.9875	34.89	0
384	300	150	34.89	0
385	250	150	34.89	0
386	250	100.0125	34.89	0
387	400	200	34.89	0
388	350	200	34.89	0
389	400	150	34.89	0
390	350	150	34.89	0
391	100	300	34.89	0
392	50	300	34.89	0
393	0	300	34.89	0
394	100	250	34.89	0
395	50	250	34.89	0
396	0	250	34.89	0
397	200	299.975	34.89	0
398	150	299.9875	34.89	0
399	200	250	34.89	0
400	150	250	34.89	0
401	200	200.025	34.89	0
402	150	200.0125	34.89	0
403	300	300	34.89	0
404	250	299.9875	34.89	0
405	300	250	34.89	0
406	250	250	34.89	0
407	250	200.0125	34.89	0
408	400	300	34.89	0
409	350	300	34.89	0
410	400	250	34.89	0
411	350	250	34.89	0
412	100	400	34.89	0
413	50	400	34.89	0
414	0	400	34.89	0
